,Unnamed: 0,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,,user_location,,predicted_location
2001,1516,b'Jaspal13649680',9/27/2020 20:11,"b""RT @SimranK60419840: Oops! What happened in this video is going to break every #Khalistanis' dream of so-called #Khalistan. \xf0\x9f\x98\x82 But everyone\xe2\x80\xa6""","[{'text': 'Khalistanis', 'indices': [79, 91]}, {'text': 'Khalistan', 'indices': [112, 122]}]",26,0,,"Mumbai, India",,India
2002,1517,b'Jaspal13649680',9/27/2020 20:10,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",20,0,,"Mumbai, India",,India
2003,1518,b'Jaspal13649680',9/27/2020 20:07,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0,,"Mumbai, India",,India
2004,1519,b'rmnaldo9',9/27/2020 19:55,"b""@JimmyKaur3 Bhene this isn't #Khalistan our Guru Sahiban talked about. Khalsa Raj meant something much much better.\xe2\x80\xa6 https://t.co/FlkWj8rqE3""","[{'text': 'Khalistan', 'indices': [29, 39]}]",0,0,,Panjab,,Not Classified
2005,1520,b'rmnaldo9',9/27/2020 19:53,"b""@Charan_Jeet00 Miss this ain't #Khalistan . This is just some agenda on name of #Sikhs. I suppose you don't know wh\xe2\x80\xa6 https://t.co/Km1DdPMqPA""","[{'text': 'Khalistan', 'indices': [31, 41]}, {'text': 'Sikhs', 'indices': [80, 86]}]",0,0,,Panjab,,Not Classified
2006,1521,b'rmnaldo9',9/27/2020 19:50,"b""@Manmeetkaurrr This isn't #Khalistan. It's some agenda in name of religion.\n\n@RaviSinghKA Take a look on this.\n\nIs\xe2\x80\xa6 https://t.co/C2hS8iR62N""","[{'text': 'Khalistan', 'indices': [26, 36]}]",0,0,,Panjab,,Not Classified
2007,1522,b'dynamicsach',9/27/2020 19:46,"b""RT @SimranK60419840: Oops! What happened in this video is going to break every #Khalistanis' dream of so-called #Khalistan. \xf0\x9f\x98\x82 But everyone\xe2\x80\xa6""","[{'text': 'Khalistanis', 'indices': [79, 91]}, {'text': 'Khalistan', 'indices': [112, 122]}]",26,0,,"London, England",,US / UK / Canada
2008,1523,b'dynamicsach',9/27/2020 19:43,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0,,"London, England",,US / UK / Canada
2009,1524,b'dynamicsach',9/27/2020 19:43,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",20,0,,"London, England",,US / UK / Canada
2011,1526,b'rmnaldo9',9/27/2020 19:33,"b""@JimmyKaur3 What is #Khalistan? Will you tell me please?It's all over #twitter.""","[{'text': 'Khalistan', 'indices': [20, 30]}, {'text': 'twitter', 'indices': [70, 78]}]",0,0,,Panjab,,Not Classified
2012,1527,b'Prabhjyot_Madan',9/27/2020 19:27,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0,,"Kolkata, India",,India
2013,1528,b'lucky11rohit',9/27/2020 19:19,"b""RT @SimranK60419840: Oops! What happened in this video is going to break every #Khalistanis' dream of so-called #Khalistan. \xf0\x9f\x98\x82 But everyone\xe2\x80\xa6""","[{'text': 'Khalistanis', 'indices': [79, 91]}, {'text': 'Khalistan', 'indices': [112, 122]}]",26,0,,Jabalpur ,,Not Classified
2016,1531,b'HIMANSHUJ656',9/27/2020 19:02,"b'RT @Amarjot42854873: What would you call this video after watching it? A tight Slap or a dose of humiliation for #SFJ, the #KhalistaniSepar\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [113, 117]}]",23,0,,"काशी, भारत",,Not Classified
2018,1533,b'surajjaiswar471',9/27/2020 18:59,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",20,0,,"Vikhroli East, Mumbai",,India
2019,1534,b'rtvesa',9/27/2020 18:59,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0,,"New Delhi, India",,India
2020,1535,b'PareshKhanna',9/27/2020 18:58,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",20,0,,Delhi,,India
2032,1547,b'lovemyindia09',9/27/2020 18:09,b'RT @Sanpree62321337: The entire India along with the Indian #SikhCommunity have outrightly rejected the demand for #Khalistan and the illeg\xe2\x80\xa6',"[{'text': 'SikhCommunity', 'indices': [60, 74]}, {'text': 'Khalistan', 'indices': [115, 125]}]",22,0,,not important,,Not Classified
2033,1548,b'Gaganbhullar591',9/27/2020 18:06,"b'RT @Harbaks21769227: #Pannun has no shame left. \xf0\x9f\x98\x92 Well, nobody is afraid of you by now whether you print #Khalistan pamphlets or write rubb\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [105, 115]}]",16,0,,"जलंधर, भारत",,Not Classified
2035,1550,b'Gaganbhullar591',9/27/2020 18:04,"b""RT @KaurVeera120596: Pannun &amp; minions, don't try so hard because you won't get it, neither the votes nor that so-called #Khalistan. Your bo\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [124, 134]}]",31,0,,"जलंधर, भारत",,Not Classified
2036,1551,b'Gaganbhullar591',9/27/2020 18:03,"b'RT @ChiragdeepDahi1: #ShameOnKhalistaniSupporters, whoever has done this has no right to stay in our Punjab. They are requested to leave ou\xe2\x80\xa6'","[{'text': 'ShameOnKhalistaniSupporters', 'indices': [21, 49]}]",40,0,,"जलंधर, भारत",,Not Classified
2037,1552,b'Gaganbhullar591',9/27/2020 17:54,"b'RT @KaurVeera120596: #Pannun do you know the meaning of No? The word ""No"" is usually used to give a negative response. #RealSikhs say a big\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'RealSikhs', 'indices': [119, 129]}]",17,0,,"जलंधर, भारत",,Not Classified
2038,1553,b'Gaganbhullar591',9/27/2020 17:49,"b'RT @Randhee25160680: The MIL (Macdonald-Laurier Institute) report notes that, ""it\'s clear who\'s really driving the #Khalistan Bus: Pakistan\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [115, 125]}]",17,0,,"जलंधर, भारत",,Not Classified
2039,1554,b'Gaganbhullar591',9/27/2020 17:49,"b'RT @Gurpree91384693: As the picture shows, #Pannun and his #Pakistani sponsors can make their #Khalistan #Referendum only on #Twitter. In r\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [43, 50]}, {'text': 'Pakistani', 'indices': [59, 69]}, {'text': 'Khalistan', 'indices': [94, 104]}, {'text': 'Referendum', 'indices': [105, 116]}, {'text': 'Twitter', 'indices': [125, 133]}]",23,0,,"जलंधर, भारत",,Not Classified
2040,1555,b'Gaganbhullar591',9/27/2020 17:48,"b'RT @JeevanjotDhill1: If one wants #Khalistan then entire India is Khalistan from Hemkund in the north to Rameshwaram in the South, Barcha S\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [34, 44]}]",39,0,,"जलंधर, भारत",,Not Classified
2042,1557,b'KISSandeep',9/27/2020 17:11,"b'RT @realSukhiChahal: Had a charming 1 hour long discussions on @TheKhalsaToday channel with President of Shiromani Akali Dal (Amritsar), 2\xe2\x80\xa6'",[],14,0,,"Allahabad, India",,India
2044,1559,b'vijay_sistla',9/27/2020 17:01,"b""RT @kaurmahi829: #Pannun is not listening to #RealSikhs. He is in his own (imaginary) world and doesn't care about the #SikhCommunity. He i\xe2\x80\xa6""","[{'text': 'Pannun', 'indices': [17, 24]}, {'text': 'RealSikhs', 'indices': [45, 55]}, {'text': 'SikhCommunity', 'indices': [119, 133]}]",37,0,,"Hyderabad, India",,India
2045,1560,b'pankujatt4',9/27/2020 17:01,"b'RT @KaurVeera120596: Pannun, are these all part of your peaceful campaign of #Khalistan? The so-called peaceful campaign of #Khalistan is n\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [77, 87]}, {'text': 'Khalistan', 'indices': [124, 134]}]",14,0,,Aryavrat,,Not Classified
2046,1561,b'realSukhiChahal',9/27/2020 16:49,"b'Had a charming 1 hour long discussions on @TheKhalsaToday channel with President of Shiromani Akali Dal (Amritsar),\xe2\x80\xa6 https://t.co/jwVuRvWN1u'",[],14,156,,"California, USA",,US / UK / Canada
2047,1562,b'DrPeace98665415',9/27/2020 16:22,"b'Sikh &amp; muslims minorities of india , want freedom from india. Both communities now have realized that their elders\xe2\x80\xa6 https://t.co/ELfVmQBALX'",[],1,0,,India 🇮🇳,,Not Classified
2049,1564,b'Obaid50340679',9/27/2020 15:52,"b""@armenia And dear Indian don't worry\n#Nagaland\n#Khalistan\n#Atarprdas\nRemember that and #ladakh""","[{'text': 'Nagaland', 'indices': [37, 46]}, {'text': 'Khalistan', 'indices': [47, 57]}, {'text': 'Atarprdas', 'indices': [58, 68]}, {'text': 'ladakh', 'indices': [87, 94]}]",0,1,,Pakistan,,Pakistan
2051,1566,b'diljit___',9/27/2020 15:45,b'#Punjab &amp; #Haryana  people protesting #ModiAtUN - watch it live here\n https://t.co/4BibLjAwLf\n #Khalistan\n #SFJ\xe2\x80\xa6 https://t.co/So7DW3LJej',"[{'text': 'Punjab', 'indices': [0, 7]}, {'text': 'Haryana', 'indices': [14, 22]}, {'text': 'ModiAtUN', 'indices': [42, 51]}, {'text': 'Khalistan', 'indices': [99, 109]}, {'text': 'SFJ', 'indices': [111, 115]}]",0,0,,pakistan,,Pakistan
2052,1567,b'diljit___',9/27/2020 15:44,b'#SFJ protesting #ModiAtUN - watch it live here https://t.co/4BibLjAwLf\n met with shoes shouts and berated right out\xe2\x80\xa6 https://t.co/qEgAnmeUhK',"[{'text': 'SFJ', 'indices': [0, 4]}, {'text': 'ModiAtUN', 'indices': [16, 25]}]",0,0,,pakistan,,Pakistan
2053,1568,b'diljit___',9/27/2020 15:44,b'Khalistan is out on streets of NewYork @UN and #Punjab to protest #ModiAtUN watch it live here\xe2\x80\xa6 https://t.co/Y7XI3f524H',"[{'text': 'Punjab', 'indices': [47, 54]}, {'text': 'ModiAtUN', 'indices': [66, 75]}]",0,0,,pakistan,,Pakistan
2054,1569,b'diljit___',9/27/2020 15:44,b'In #Punjab and #NewYork the #PunjabFarmers are protesting #ModiAtUN\nButcher at heart -always disrupting lives of pe\xe2\x80\xa6 https://t.co/by7k4G8kMc',"[{'text': 'Punjab', 'indices': [3, 10]}, {'text': 'NewYork', 'indices': [15, 23]}, {'text': 'PunjabFarmers', 'indices': [28, 42]}, {'text': 'ModiAtUN', 'indices': [58, 67]}]",0,0,,pakistan,,Pakistan
2055,1570,b'diljit___',9/27/2020 15:43,b'In #Khalistan Protest against  #Modi @UN\nWATCH it live here \nhttps://t.co/4BibLjAwLf\nStand with #PunjabFarmers\xe2\x80\xa6 https://t.co/EjhAMHOxLh',"[{'text': 'Khalistan', 'indices': [3, 13]}, {'text': 'Modi', 'indices': [31, 36]}, {'text': 'PunjabFarmers', 'indices': [96, 110]}]",0,0,,pakistan,,Pakistan
2056,1571,b'Naveenku555',9/27/2020 15:42,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0,,India,,India
2062,1577,b'gulabiglares',9/27/2020 14:11,"b'RT @NKaur99: If one genuinely feels for farmers, don\xe2\x80\x99t bring #AAP #congress #akali #khalistan flags to rallies. \nPlease don\xe2\x80\x99t demean this m\xe2\x80\xa6'","[{'text': 'AAP', 'indices': [61, 65]}, {'text': 'congress', 'indices': [66, 75]}, {'text': 'akali', 'indices': [76, 82]}, {'text': 'khalistan', 'indices': [83, 93]}]",1,0,,India/Toronto,,Not Classified
2064,1579,b'desh_sada',9/27/2020 14:02,"b'RT @Jas_preet1984: Canadian think-tank that recently published  report, which argued that the #Khalistan separatist movement is a project o\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [94, 104]}]",3,0,,India,,India
2072,1587,b'atulsubodh',9/27/2020 13:14,b'RT @Sanpree62321337: The entire India along with the Indian #SikhCommunity have outrightly rejected the demand for #Khalistan and the illeg\xe2\x80\xa6',"[{'text': 'SikhCommunity', 'indices': [60, 74]}, {'text': 'Khalistan', 'indices': [115, 125]}]",22,0,,MA USA,,Not Classified
2076,1591,b'M9Smah',9/27/2020 12:58,b'RT @anj_kaur: Life of farners become so miserable so#ModiAtUN Attracts Protest from #Punjab to #NewYork By  #Khalistan #Sikhs To Support #P\xe2\x80\xa6',"[{'text': 'Punjab', 'indices': [84, 91]}, {'text': 'NewYork', 'indices': [95, 103]}, {'text': 'Khalistan', 'indices': [108, 118]}, {'text': 'Sikhs', 'indices': [119, 125]}]",1,0,,Saudi Arabia,,Not Classified
2077,1592,b'MSMscarecrow',9/27/2020 12:57,"b""NSA's SOP: #Khalistan for #Punjabis, #JMB tag for #Bengalis, #ISIS for south Indians and #Marathas, and unknown gro\xe2\x80\xa6 https://t.co/dIJ5MGqVSA""","[{'text': 'Khalistan', 'indices': [11, 21]}, {'text': 'Punjabis', 'indices': [26, 35]}, {'text': 'JMB', 'indices': [37, 41]}, {'text': 'Bengalis', 'indices': [50, 59]}, {'text': 'ISIS', 'indices': [61, 66]}, {'text': 'Marathas', 'indices': [89, 98]}]",0,0,,New Delhi,,Not Classified
2078,1593,b'khhokher',9/27/2020 12:19,"b'RT @iVeenaKhan: Unemployment, drugs, and water-related issues have forced  Sikh farmers to commit suicide. Every Indian citizen must stand\xe2\x80\xa6'",[],497,0,,"Multan, Pakistan",,Pakistan
2079,1594,b'Diptang01274703',9/27/2020 12:18,"b'RT @Amarjot42854873: What would you call this video after watching it? A tight Slap or a dose of humiliation for #SFJ, the #KhalistaniSepar\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [113, 117]}]",23,0,,🚩 Hindutva Matters 🚩,,Not Classified
2080,1595,b'RT_Himachal',9/27/2020 11:45,b'RT @noumi1971: @abeesh_sundaran @garf_art @Heis3nb3rg1 @schaheid That was 1971 back then....\n\n2020 is your 1971 dude....\n\n#Kashmir #Khalist\xe2\x80\xa6',"[{'text': 'Kashmir', 'indices': [122, 130]}]",1,0,,"Himachal Pradesh, India",,India
2081,1596,b'noumi1971',9/27/2020 11:45,b'@abeesh_sundaran @garf_art @Heis3nb3rg1 @schaheid That was 1971 back then....\n\n2020 is your 1971 dude....\n\n#Kashmir\xe2\x80\xa6 https://t.co/JdapzUMj9I',"[{'text': 'Kashmir', 'indices': [107, 115]}]",1,1,,La La Land,,Not Classified
2083,1598,b'dynamicsach',9/27/2020 10:58,b'RT @Sukhlee72644266: Few #FakeSikhs who are NRIs living outside are creating disharmony among the #SikhCommunity with the #TerrorPlanOfKhal\xe2\x80\xa6',"[{'text': 'FakeSikhs', 'indices': [25, 35]}, {'text': 'SikhCommunity', 'indices': [98, 112]}]",10,0,,"London, England",,US / UK / Canada
2086,1601,b'dynamicsach',9/27/2020 10:33,"b'RT @Amarjot42854873: What would you call this video after watching it? A tight Slap or a dose of humiliation for #SFJ, the #KhalistaniSepar\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [113, 117]}]",23,0,,"London, England",,US / UK / Canada
2091,1606,b'2sitwat1',9/27/2020 9:50,"b""RT @jagtar201: My book Rivers on Fire-Khalistan Struggle is narrative of Sikh militant struggle. Here's a video presentation that summarize\xe2\x80\xa6""",[],3,0,,Delhi,,India
2092,1607,b'Jas_preet1984',9/27/2020 9:27,"b'Canadian think-tank that recently published  report, which argued that the #Khalistan separatist movement is a proj\xe2\x80\xa6 https://t.co/dhTfkdfkFL'","[{'text': 'Khalistan', 'indices': [75, 85]}]",3,7,,"Delhi, India",,India
2093,1608,b'SudhirPuthran',9/27/2020 9:26,b'RT @Sanpree62321337: The entire India along with the Indian #SikhCommunity have outrightly rejected the demand for #Khalistan and the illeg\xe2\x80\xa6',"[{'text': 'SikhCommunity', 'indices': [60, 74]}, {'text': 'Khalistan', 'indices': [115, 125]}]",22,0,,"Bengaluru South, India",,India
2094,1609,b'isanatni',9/27/2020 9:25,"b""@kaushal1610 @imAmrinderS Haa haa Correct He won't share the Map of his Chutspastan. He won't say a word because IS\xe2\x80\xa6 https://t.co/IcxrlsAbLl""",[],0,1,,"Punjab(Sindhu2Jamuna),BHARAT ",,Not Classified
2096,1611,b'Prabhjyot_Madan',9/27/2020 8:49,b'RT @JimmyKaur3: A petition has been filed before the Delhi High Court seeking criminal action against @TwitterIndia and its representative\xe2\x80\xa6',[],15,0,,"Kolkata, India",,India
2097,1612,b'Prabhjyot_Madan',9/27/2020 8:48,b'RT @Harbaks21769227: they take action against the #KhalistaniSeparatists and keep electoral politics out of the sensitive matter #Khalistan\xe2\x80\xa6',"[{'text': 'KhalistaniSeparatists', 'indices': [50, 72]}, {'text': 'Khalistan', 'indices': [129, 139]}]",4,0,,"Kolkata, India",,India
2098,1613,b'Prabhjyot_Madan',9/27/2020 8:47,"b'RT @KaurVeera120596: Pannun, are these all part of your peaceful campaign of #Khalistan? The so-called peaceful campaign of #Khalistan is n\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [77, 87]}, {'text': 'Khalistan', 'indices': [124, 134]}]",14,0,,"Kolkata, India",,India
2099,1614,b'STB_Says',9/27/2020 8:45,b'RT @AbidHan17141025: #Khalistan\nVoter registration drive is the freedom drive\nReferendum is the solution - Khalistan is the solution\n#Punja\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [21, 31]}]",7,0,,"MarKhor, Home",,Not Classified
2100,1615,b'ProfessorHarjit',9/27/2020 8:39,"b""RT @ChiragdeepDahi1: Why #SFJ's latest program #RailRoko will be a Big Flop Show?\n1)  No #Sikh is ever interested to join #SFJ's #Khalistan\xe2\x80\xa6""","[{'text': 'SFJ', 'indices': [25, 29]}, {'text': 'RailRoko', 'indices': [47, 56]}, {'text': 'Sikh', 'indices': [89, 94]}, {'text': 'SFJ', 'indices': [122, 126]}, {'text': 'Khalistan', 'indices': [129, 139]}]",41,0,,India,,India
2101,1616,b'JAKINDIA2',9/27/2020 8:25,b'RT @JimmyKaur3: A petition has been filed before the Delhi High Court seeking criminal action against @TwitterIndia and its representative\xe2\x80\xa6',[],15,0,,In the Moment,,Not Classified
2102,1617,b'samsin151',9/27/2020 8:06,b'RT @JimmyKaur3: A petition has been filed before the Delhi High Court seeking criminal action against @TwitterIndia and its representative\xe2\x80\xa6',[],15,0,,Bangalore,,Not Classified
2103,1618,b'ProfessorHarjit',9/27/2020 8:05,"b'RT @KaurVeera120596: #Khalistan will never be formed. But, one thing is sure that Pakistan will break up soon. And I think, Pakistani Punja\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [21, 31]}]",37,0,,India,,India
2104,1619,b'ProfessorHarjit',9/27/2020 8:03,b'RT @NupurKaur1: #Khalistan issue has been made a money-making industry in Western countries. There is a set of people who are basically fra\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [16, 26]}]",42,0,,India,,India
2105,1620,b'fahadkhan960',9/27/2020 7:59,b'RT @AbidHan17141025: #Khalistan\nVoter registration drive is the freedom drive\nReferendum is the solution - Khalistan is the solution\n#Punja\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [21, 31]}]",7,0,,"Dubai, United Arab Emirates",,Not Classified
2106,1621,b'ProfessorHarjit',9/27/2020 7:51,"b'RT @Preetka57645405: Dear #SikhCommunity, I hope all of you are aware that Gurpatwant Singh Pannun has gone mad with his #TerroristPlan of\xe2\x80\xa6'","[{'text': 'SikhCommunity', 'indices': [26, 40]}, {'text': 'TerroristPlan', 'indices': [121, 135]}]",32,0,,India,,India
2107,1622,b'ProfessorHarjit',9/27/2020 7:49,"b'RT @Gurpree91384693: #SFJ proved again that their organisation is run by brainless people. A fake #TikTok account, which has no videos on #\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [21, 25]}, {'text': 'TikTok', 'indices': [98, 105]}]",18,0,,India,,India
2108,1623,b'ProfessorHarjit',9/27/2020 7:48,"b'RT @Sukhlee72644266: Yes, #Pannun! This is the place for #Khalistan. Your #Khalistan idea is going straignt to HELL, where it belongs. You\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [26, 33]}, {'text': 'Khalistan', 'indices': [57, 67]}, {'text': 'Khalistan', 'indices': [74, 84]}]",48,0,,India,,India
2109,1624,b'ProfessorHarjit',9/27/2020 7:48,b'RT @ManmeetSethi4: I haven\xe2\x80\x99t heard of any #IndianSikhs even talking about #Khalistan. Sitting in western countries &amp; making commentaries ab\xe2\x80\xa6',"[{'text': 'IndianSikhs', 'indices': [42, 54]}, {'text': 'Khalistan', 'indices': [74, 84]}]",44,0,,India,,India
2110,1625,b'ProfessorHarjit',9/27/2020 7:46,b'RT @Gurpree91384693: #SFJ must appeal for a #TwitterBandh to all his #Khalistani and #PakISI accounts as we #Sikhs are so fed up with his #\xe2\x80\xa6',"[{'text': 'SFJ', 'indices': [21, 25]}, {'text': 'TwitterBandh', 'indices': [44, 57]}, {'text': 'Khalistani', 'indices': [69, 80]}, {'text': 'PakISI', 'indices': [85, 92]}, {'text': 'Sikhs', 'indices': [108, 114]}]",32,0,,India,,India
2111,1626,b'rishavarora96',9/27/2020 7:45,"b'RT @sekhonharveen: @sohitmishra99 #AkaliDal is DeshDrohi since #ParkashBadal took over. They with meticulous planning, made #Punjab a separ\xe2\x80\xa6'","[{'text': 'AkaliDal', 'indices': [34, 43]}, {'text': 'ParkashBadal', 'indices': [63, 76]}, {'text': 'Punjab', 'indices': [124, 131]}]",1,0,,India,,India
2112,1627,b'ProfessorHarjit',9/27/2020 7:44,b'RT @ChiragdeepDahi1: Just 3-4 people are there to support the #Khalistan #referendum gimmick. These gangs are hardly concerned about the we\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [62, 72]}, {'text': 'referendum', 'indices': [73, 84]}]",30,0,,India,,India
2114,1629,b'VB_Subrahmanyam',9/27/2020 7:43,"b'RT @KaurVeera120596: Pannun, are these all part of your peaceful campaign of #Khalistan? The so-called peaceful campaign of #Khalistan is n\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [77, 87]}, {'text': 'Khalistan', 'indices': [124, 134]}]",14,0,,India,,India
2115,1630,b'ProfessorHarjit',9/27/2020 7:42,b'RT @KaurVeera120596: The Khalistan posters can be seen everywhere in #Pakistan and you can see different stages set up to spread hatred. An\xe2\x80\xa6',"[{'text': 'Pakistan', 'indices': [69, 78]}]",15,0,,India,,India
2118,1633,b'ProfessorHarjit',9/27/2020 7:39,"b""RT @KaurVeera120596: Some Pakistani friends start assuming that Indian Punjabis especially Sikhs aren't happy in their country and we can l\xe2\x80\xa6""",[],24,0,,India,,India
2119,1634,b'ProfessorHarjit',9/27/2020 7:35,"b""RT @kaurmahi829: These #Fake #PakBots will never understand the truth as they don't have the brains to handle the truth. Here is a photo of\xe2\x80\xa6""","[{'text': 'Fake', 'indices': [23, 28]}, {'text': 'PakBots', 'indices': [29, 37]}]",17,0,,India,,India
2120,1635,b'ProfessorHarjit',9/27/2020 7:35,"b'RT @Balwind97445676: #Pannun bhai, we always wanted our  Greater #Khalistan and, you very well know that #Pakistan has a bigger portion of\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [65, 75]}, {'text': 'Pakistan', 'indices': [105, 114]}]",10,0,,India,,India
2122,1637,b'YasifChaudhry',9/27/2020 7:28,b'RT @AbidHan17141025: #Khalistan\nVoter registration drive is the freedom drive\nReferendum is the solution - Khalistan is the solution\n#Punja\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [21, 31]}]",7,0,,unknown,,Not Classified
2123,1638,b'ProfessorHarjit',9/27/2020 7:27,"b'RT @EkamSin84132468: We #IndianSikhs do not agree with the idea of #Khalistan, and understand that the idea of a #Referendum is based on ar\xe2\x80\xa6'","[{'text': 'IndianSikhs', 'indices': [24, 36]}, {'text': 'Khalistan', 'indices': [67, 77]}, {'text': 'Referendum', 'indices': [113, 124]}]",16,0,,India,,India
2124,1639,b'ProfessorHarjit',9/27/2020 7:26,b'RT @Ravneet85005514: #SikhCommunity of #Pakistan will not get justice until there is #Khalistan in #Pakistan. #PakSikhs should support esta\xe2\x80\xa6',"[{'text': 'SikhCommunity', 'indices': [21, 35]}, {'text': 'Pakistan', 'indices': [39, 48]}, {'text': 'Khalistan', 'indices': [85, 95]}, {'text': 'Pakistan', 'indices': [99, 108]}, {'text': 'PakSikhs', 'indices': [110, 119]}]",69,0,,India,,India
2125,1640,b'RakeshA12572734',9/27/2020 7:26,"b'RT @KaurVeera120596: Pannun, are these all part of your peaceful campaign of #Khalistan? The so-called peaceful campaign of #Khalistan is n\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [77, 87]}, {'text': 'Khalistan', 'indices': [124, 134]}]",14,0,,भारत,,Not Classified
2126,1641,b'ProfessorHarjit',9/27/2020 7:25,"b'RT @NupurKaur1: #PakSikhs are requested to raise their voice for #Khalistan on 14th August 2020, Independence Day of #Pakistan, at #Nankana\xe2\x80\xa6'","[{'text': 'PakSikhs', 'indices': [16, 25]}, {'text': 'Khalistan', 'indices': [65, 75]}, {'text': 'Pakistan', 'indices': [117, 126]}]",35,0,,India,,India
2127,1642,b'RakeshA12572734',9/27/2020 7:25,b'RT @Harbaks21769227: they take action against the #KhalistaniSeparatists and keep electoral politics out of the sensitive matter #Khalistan\xe2\x80\xa6',"[{'text': 'KhalistaniSeparatists', 'indices': [50, 72]}, {'text': 'Khalistan', 'indices': [129, 139]}]",4,0,,भारत,,Not Classified
2128,1643,b'ProfessorHarjit',9/27/2020 7:25,b'RT @SimranK60419840: Such evil plans of #Khalistan will never be successful. Not even in your dreams. This man is a liar and we are very mu\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [40, 50]}]",29,0,,India,,India
2129,1644,b'Shilpa0226',9/27/2020 7:22,"b""RT @Preetka57645405: Now, #Khalistan doesn't even exist on social media! #PakBot, how much more proof do you need to understand that? #Pann\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [26, 36]}, {'text': 'PakBot', 'indices': [73, 80]}]",29,0,,India,,India
2130,1645,b'Shilpa0226',9/27/2020 7:22,b'RT @Gurpree91384693: The British Sikh Association defied the Sikh Federation UK for its demand for an independent #Khalistan for the Sikhs\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [114, 124]}]",17,0,,India,,India
